;Texto;Valor
26;Não votem em candidatos desses partidos!;0
27;Parabéns, Presidente @JairBolsonaro! Valorização de importantes profissionais de Saúde, com responsabilidade. Parabéns a todos vocês enfermeiros, técnicos, auxiliares e parteiras que nos são tão preciosos!;0
28;Estamos vivendo um passo a passo clássico de um escândalo no RJ. O governador passou o primeiro degrau - abriu uma comissão de auditoria -: o segundo - demitiu o presidente da Ceperj. Terá que convencer a todos que não sabia dos R$ 226 milhões em espécie. +;0
29;O cara foi condenado por diversos juízes e hoje está em um debate como candidato à presidência da república. Surreal demais!;0
30;Não esqueçam Jamais da convocação do nosso presidente, dia 7 de setembro ( o novo grito da independência ) a qual o mundo inteiro irar ver !!!!;1
31;Não votarei no segundo turno em candidato que se nega ao debate em nome da democracia.;1
32;E o debate dos candidatos de SP hoje, quem vai assistir? Começa às 21h né?;1
33; DIREITA FORTE E A LIVE DO PRESIDENTE 10 *Excepcionalmente hoje, sobre a entrevista no podcast CARA A TAPA O presidente fez uma revelação muito curiosa sobre o dia da f@c@da, vejam isso #BolsonaroNoPrimeiroTurno #capitaodopovo #CapitaoNoRica;1
34;Mamãe cassei tentando dar lição de moral no PR é uma das coisas mais kafkianas e bizarras da história da internet. Toda postagem do Presidente tá lá o pigmeu tarado da Ucrânia tentando lacrar. Perde emprego, perde namorada, perde tudo, mas não perde o desejo de passar vergonha.;1
35;Tem que sair às ruas no dia 7 de setembro e ficar até o dia das eleições!;1
36;COMUNICADO OFICIAL No dia 30/07 meu nome foi aprovado pelo PDT-MG, e agora sou oficialmente candidato a Deputado Federal. Para nos ajudar nessa campanha e levar nossa mensagem para mais pessoas, acabamos de lançar a nossa vaquinha virtual e vc pode ajudar a partir de R$10;1
37;“O congresso nacional é o resultado da sua consciência política no dia das eleições”;1
38;TSE nega dados de eleições anteriores às FFAA. Assim é fácil dizer que nunca houve comprovação de fraude, né;1
39;Precisamos ficar ALERTAS às  próximas eleições! NÃO, aos relacionados nesta postagem! Queremos um Congresso DIGNO do Presidente q VAMOS REELEGER! #BolsonaroNoPrimeiroTurno;1
40;Áudio do Presidente Lula para a Anitta. Que cara show! ANITTA NO PODDELAS;1
41;O Fluminense está simplesmente mostrando as fragilidades q a gestão n fez questão de consertar:  Contratações descentes e pontuais p/ repor jogadores importantes.  Oportunidade p/ base.  Lateral esquerdo descente. Até o momento mais um vexame! Pense bem nas eleições!;1
42;São Paulo tem o melhor candidato ao governo!;1
43;O Uruguai é o país mais laico das Américas. Mas, laico mesmo! Portanto, nas campanhas eleitorais a religião não tem protagonismo. Nem aparecem candidatos em delírios místicos q acreditam que são enviados divinos, nem surgem candidatos q digam q seus rivais são agentes demoníacos;1
44;"Imagina você ser o presidente da república, topar ir em um ""podcast"" e enquanto você fala colocarem uma tarja dizendo pra audiência pesquisar tudo o que você diz no programa KKKKKKKKKKKKKKKKK  Quem topa subir? MENTIROSO DA REPÚBLICA";1
45;Amanhã será o lançamento da campanha à reeleição de nosso presidente em Juiz de Fora - MG.;2
46;Quem se elegerá presidente da República em outubro próximo?;2
47;O nosso Presidente Bolsonaro novamente arrastando multidões hoje em Montes Claros, Minas Gerais. Agora imaginem, só imaginem, o que será o próximo dia 7 de setembro. Será a maior manifestação da história do nosso Brasil!!! #CapitaoEoTerrorDoLadrao #BolsonaroReeleito2022;2
48;"""Vice-presidente na chapa de bolsonaro, Gal. Braga Netto recebeu R$ 926 mil em 2 meses.""";2
49;Estamos juntos, Presidente @jairbolsonaro! Obrigado, mais uma vez, pelo voto de confiança. Com certeza vamos seguir reconstruindo o Brasil. Santa Catarina merece um novo senador e eu faço coro ao pedido do presidente. Catarinense, vote 222 para o Senado;2
50;Oi Galera de Minas Gerais, quem será nosso candidato a senador ?;2
51;Gente pelo amor de Deus o presidente está se decompondo;2
52;Nosso presidente em Juiz de Fora, Minas Gerais!;2
53;Dupla abençoada e com total apoio do nosso presidente, espalha aí pessoal e compareça quem puder, Juntos venceremos essa guerra;2
