;Texto;Valor
45;COMUNISMO TEM QUE VIRAR CRIME NO BRASIL! #PTNuncaMais;1
46;Carro popular com bandeira do bolsonaro me quebra demais kkkkkkkk;0
47;às vezes tudo que a gente precisa é enfiar a cara no cangote do nosso pet e se esfregar como se não houvesse amanhã dá pra sentir os chakras realinhando um por um curando tudo onde dói;0
48;Eu amo o total caos que virou o Reino Unido desde o Brexit. Adoro quando um povo sofre em consequência das próprias escolhas (igual o brasileiro com Bolsonaro presidente).;2
49;"- Vilela: ""O que o Sr. propõe para acabar com as fake news""? - Bolsonaro: ""LIBERDADE"". Esse é o único líder mundial que defende a liberdade do seu povo. #BolsonaroNoInteligencia";2
50;Censurem mais. Mostrem toda a ânsia autoritária de vcs, sem pudor. Escancarem para população onde vcs querem chegar com esta amostra grátis tirânica antes das eleições. É a maior propaganda eleitoral já feita em prol de Bolsonaro. A polarização ficou entre Liberdade x Tirania.;1
51;Muita análise errada sobre o salário mínimo. Na verdade, Paulo Guedes não vai congelar o salário mínimo. Isso é oq ele já fez no 1° governo Bolsonaro ao corrigi-lo apenas pela inflação Agora oq ele quer é reduzir o salário mínimo, ano a ano, ao não corrigi-lo nem pela inflação.;1
52;URGENTE BOLSONARO ALCANÇA AUDIÊNCIA DE 1.700.000 PESSOAS. RECORDE HISTÓRICO.;1
53;Quase 2 milhões no Vilela, isso prova que o Bolsonaro é mais popular que o Lula;1
54;Quero deixar uma coisa muito clara: ninguém fala por mim. Nunca tratei desse assunto com o PT. Nunca falei com o Presidente Lula sobre isso. Não estou nessa luta por cargo, estou pela democracia e pelo futuro dos nossos filhos. +;0
55;O Lula e o PT só entregam obra pela metade. Dessa picanha só vem a pica!;1
56;Para o Bolsonaro não mexer no meu salário vou votar no Lula e vc ?;1
57;eu NÃO ENTENDO e jamais entenderei a vibe “do terceirão pra vida” porque eu imediatamente atravesso a rua se avistar alguém que me conhecia quando eu tinha quinze anos de idade;0
58;Dia 30/10/22 Bolsonaro será reeleito, para o bem da nação, Vamos nos livrar de duas quadrilhas, uma o PT, e outra do STF!;2
59;A assembleia de Deus não vai sobreviver ao Bolsonarismo. Ela está tão envolvida politicamente com Bolsonaro que perdeu completamente a relação com o divino. Virou um grande  partido de extrema direita;1
60; DATAFOLHA- PRESIDENTE NA REGIÃO NORDESTE  VOTOS VÁLIDOS Lula 70% Bolsonaro 30% Lula perde em todas as demais Regiões, mas só basta o Nordeste entrar na brincadeira para decidir a eleição em favor dele!;1
61;Vi um corte aqui do Lula falando sobre o ódio da classe média/alta com a lei de direitos da empregada doméstica e falo com propriedade: o ódio foi MT maior que ele tá falando. Vcs não fazem ideia. Eu escutei de tudo no balcão do INSS naquele período.;2
62;VIRAMOS, POORRRRRRRRAAAAAAAA! BOLSONARO ABRIU 8 PONTOS SOBRE O EX PRESIDIÁRIO! VAMOS AUMENTAR ESSA DIFERENÇA!;2
63;Obrigado Michelle e Jair Bolsonaro, por aguentarem todo esse calvário pelo nosso bem ...Vocês não merecem isso e o povo brasileiro será eternamente grato...;2
64;- lula como as pessoas te acham nas redes sociais? - eu sei lá EU QUERO SER ASSIMM;1
65;Lula ESTRAÇALHOU o recorde de Bolsonaro no Flow e deu uma excelente entrevista, furou a bolha!;1
66;SOU PROFESSORA, GAÚCHA, DE DIREITA, VOTO NO BOLSONARO E JAMAIS DESISTIREI DO MEU PAÍS, COLOCANDO UMA BANDEIRA VERMELHA, PQ A NOSSA BANDEIRA É E SEMPRE SERÁ VERDE E AMARELA;0
67;Se o lula é contra o aborto, é patriota, contra as drogas, contra banheiro unissex, pq diabos ele n vota no bolsonaro?;0
68;COM EXCEÇÃO DA BAHIA, PERNAMBUCO, MARANHÃO, PIAUÍ E NO CEARÁ, O BOLSONARO TEM 40 PONTOS OU MAIS EM TODOS OS DEMAIS ESTADOS DA FEDERAÇÃO. AINDA RESTAM 12 DIAS PARA CRESCERMOS NESTES 5 ESTADOS E AMPLIARMOS NOS DEMAIS! OBRIGADO CRISTÃOS!;2
69;#LulaNoFlow foi o maior acerto da campanha. Saiu da bolha com Igor, debateu de economia até ProUni, bateu 1 milhão de audiência recorde (humilhação para Bolsonaro) e, mais importante, reinjetou ânimo e esperança nos eleitores. É ele: meu presidente é Luiz Inácio Lula da Silva!;2
70;dia 29 é athletico campeão da libertadores e dia 30 lula presidente quem pensa diferente é maluco;1
71;Falavam tanto que bolsonaro era ditador, hj vemos quem faz o papel de ditadura;0
72;Ontem 16/10/2022 suspenderam minha conta! Mas sou brasileira, guerreira, bolsonarista e n desisto nunca! Já estou de volta! Conforme for encontrando a galera q eu seguia antes por aí vou seguindo de novo! Vamos em frente q a batalha é dura, séria e o outro lado tá jogando baixo!;1
73;eu juro que nunca concordei 100% com as ideias do PT mas o bolsonaro me faz  IDOLATRAR o lula;0
74;A cada 5 votos em presídios,4 foram para o Lula. Este atentado contra a vida de Tarcisio deixa ainda mais claro que o crime tem seu candidato. Enquanto L sobe no complexo s/ colete e em cima do caminhão, 1 van blindada salva a vida de Tarcisio. Vc vai de crime ou de  dia 30?;1
75;Pessoal, eu moro no DF perto da cidade de São Sebastião onde Bolsonaro adentrou na Casa Social das meninas venezuelanas. Elas estão correndo perigo depois que desmentiram Bolsonaro. A Comissão de Direitos Humanos pediu proteção para as adolescentes venezuelanas.;2
76;Como foi essa ação contra a Jovem Pan? O Benedito pediu ao Globo e o Lula noticiou? O UOL pediu ao Lula e o Sanseverino noticiou? Ou foi a Piauí q pediu ao Bonner e o TSE noticiou? Tanto faz. O importante é a união de todos p/ tirar essa emissora do ar e salvar a honra do ladrão.;0
77;Bolsonaro usou decisão de Alexandre de Moraes para provar que Lula é mentiroso. BATEU NO LULA COM A PRÓPRIA CHIBATA DO LULA.;1
78;Lula não gosta de falar em privatização porque se privatizar tudo, onde ele vai roubar????;1
79;14 anos de PT e o #LulaNegouAguaParaNordeste e teve de o Bolsonaro vir e concluir as obras do Rio São Francisco #DebateNaBand;0
80;Lula chamou o PR de rei da fake News kkkk. Antes do debate uma fake News do PT contra o PR foi desmantelada. Mentiu tanto que nem sente que mente na cara do povo. PR saiu gigante. Eleição do Tarcísio prá SP. Ridícula a sua falácia 9 dedos.;0
81;"O Presidente foi no ponto, Lula não poderia estar disputando eleição, isso deve ao ""amigo"" no STF. #DebateNaBand";1
82;QUE COINCIDÊNCIA, justo quando o Felipe Neto começou a fazer vídeos contra o Bolsonaro o YouTube o proibiu de fazer vídeos por 1 semana! O SEGUNDO maior youtuber do mundo suspenso pela 1ª vez em 13 anos. Apenas coincidências!;0
83;Trabalhei durante anos no Programa de Proteção a Crianças e Adolescentes na Tríplice Fronteira e ouvir o “Presidente” falando que “pintou um clima” com meninas de 14 anos me causa tanta revolta e indignação que nem consigo descrever aqui.;1
84;Silêncio que o defensor de Bolsonaro vai defender pedofilia agora;2
85;Primeira vez em 12 anos que não consegui pegar meu remédio pra HIV. Me deram um parecido, mas que pode me causar osteoporose e por isso eu não devia usar. Governo Bolsonaro cortou 3,3 bilhões do orçamento da Aids pro ano que vem. A ameaça é real e presente.;0
86;Foi o Tarcísio que construiu o Palanque do Bolsonaro?;2
87;Não esqueçam que até o fim de Janeiro eu ainda sou Deputado Federal, aqui em Sp se eu souber de QQ empresa forçando os funcionários a votar no Bolsonaro se não vão demitir,eu irei pessoalmente com a Polícia e Fiscais do TsE.  Não vão calar e  ameaçar ninguém .Denunciem aqui.;1
88;"O que aconteceu com os Bolsonaristas que falavam ""Quero ver o Lula nas ruas?"" Sumiram? Nunca mais vi.";2
89;"O Bolsonaro vetou o tal ""orçamento secreto"", o parlamento derrubou o veto, a PF descobre desvios em um estado governado pela esquerda, e a culpa é do presidente? Precisam melhorar as narrativas.";0
90;Lula é ladrão. Ladrão, Lula é. É ladrão, Lula.;1
91;**** Em Duque de Caxias, RJ, tivemos a presença de Bolsonaro, Castro e Romário. O PL está se mostrando um partido coeso.;1
92;Comenta aqui: BOLSONARO ODEIA POBRE;2
93;Se Bolsonaro é católico porque ele recusou a hóstia na Aparecida? Resposta: porque ele também é evangélico, né. Tem que ser muito, mais muito ignorante para não perceber que Bolsonaro é um farsante da fé.;2
94;O nome do que estamos testemunhando agora é ponto de inflexão. Se Bolsonaro for reeleito ninguém segura o Brasil, até porque dessa vez teremos um rolo compressor. Por outro lado, sua derrota implicaria no início do fim, uma derrocada sem volta. É, literalmente, tudo ou nada.;2
95;No dia 30 de outubro vamos aposentar o Lula.;1
96;Quem está comigo na luta por um Brasil melhor escreve aí ESTOU COM LULA;2
97;"O ato esvaziado de Bolsonaro no Recife hoje, considerado um fiasco, teve sob a coordenação do ex-ministro do Turismo Gilson Machado. Há aliados do presidente que tratam como ""um dia a ser esquecido"" e apontam a ""gravidade"" de ter acontecido na véspera da vinda de Lula ao Recife.";0
98;Quem está com o Bolsonaro curte aí.. vamos fazer um teste!;2
99;Não votar em Bolsonaro é uma questão de humanidade e caráter.;1
100;Os acontecimentos de hj, tanto em Uberaba como em Aparecida,  só reforçam à necessidade urgente de derrotamos o bolsonarismo.  Bolsonaro diz que o PT vai fechar as igrejas (algo que não aconteceu nos nossos 14 anos de gov). Mas é ele quem profana a religião.;1
101;O cara é fã de Game of Thrones. Assistiu incrédulo a derrubada do reino, corrupção, hipocrisia e tragédia da mistura de religião com política. Na vida real ele vota em Bolsonaro pelos valores da família. Entendeu nada do que viu.;2
102;Lula meteu um carnaval barra hoje né;0
103;Na eleição de 1989, Lula só ganhou (no 2° turno) em Pernambuco, Rio Grande do Sul, DF e Rio de Janeiro. Na eleição de 1994, Lula só ganhou de FHC no Rio Grande do Sul. Em 1998, Ciro ganha no Ceará, Lula ganha no Rio Grande e Rio de Janeiro.;1
104;Em pouco mais de uma semana de segundo turno os bolsonaristas já ofenderam os nordestinos, os católicos e os moradores de comunidades. Isso explica porque a vantagem do Lula em cima do bosonaro só aumenta.;1
105;O TSE  pediu pra eu retirar o meu vídeo, alegando “ferir a honra” do Lula. Ladrão por acaso tem honra?;0
106;Aparentemente teve um comício foda do Lula hoje que a internet não repercutiu pois estava ocupada em divulgar falso pornô de vereador de BH e com homofobia recreativa;0
107;Em Pernambuco, Bolsonaro não se cria! Segundo levantamento da Ipec. Lula tem 68% no estado. O adversário, por sua vez, tem apenas 25%.;2
108;Bolsonaro não conhece o Brasil, não conhece o nordeste nem a alma do nordestino. Ele não tem a menor noção da força da cultura nordestina, por isso quem tiver uma gota de sangue nordestino, não pode votar nesse cidadão.;2
109;"pau molice dos inferno essa porra de ""respeitar opinião política"" quando a opinião política é literalmente defender o bolsonaro meu deus cara imagina não ser de uma minoria social perseguida pela extrema direita imagina não ter ódio desse governo imagina ser um imbecil";0
110;É impressionante como desde o 1o turno já consegui votos pro Bolsonaro! Já cheguei no ponto q perdi as contas! Povo ta acordando! FINALMENTE;1
111;Cadê os nordestinos que somam 70% de votos para Lula? Se apresentem, quero seguir vocês;1
112;Parei hj para ver a Propaganda Eleitoral LULA: música de drama, ataque, ataque, desgraça, ataque, Bolsonaro, Bolsonaro, Bolsonaro. BOLSONARO: música alegre, agradecimento ao Nordeste, agradecimento, agradecimento, imagens felizes. NUNCA FOI TAO FÁCIL ESCOLHER.;2
113;Pesquisa IPEC Lula 51% e Bolsonaro 42% No nordeste é um massacre: 70% a 26% Continua ofendendo os nordestinos, Bozo xenófobo!;1
114;Ratinho Jr. E Rodrigo Garcia declaram apoio ao Bolsonaro e fizeram o que? TIRARAM UMA SEMANA DE FÉRIAS FORA DO BRASIL!! É o que eu falei semana passada, apoio de gabinete não vira voto, com ou sem máquina. É o apoio ativo que importa!;1
115;quando lula Ameaça o o atual e reeleito Governador Zema ele está ameaçando o estado de  Minas Gerais, ele está ameaçando povo mineiro.;1
116;Só pra lembrar Bolsonaro não criou o Pix nem o 5G. E não fez a transposição do Rio São Francisco. Sempre falar a verdade .;0
117;E esse tom ameaçador de Lula pra Zema?;0
118;Bolsonaro, se reeleito, vai querer implantar a policia dos costumes.;2
119;É a popularidade da Michelle Bolsonaro que tá fazendo inveja na Simone estepe!;2
120;URGENTE: Ives Gandra da Silva Martins declara voto em Bolsonaro;2
121; Checamos e infelizmente é #Fato que o goleiro Bruno, condenado por homicídio, declarou apoio a Jair Bolsonaro no 2° turno das eleições.;1
122;essa propagando de Bolsonaro com o nordeste é RIDÍCULA e mentirosa;1
123;Eu sou nordestina e não abençoo o Bolsonaro. Propaganda eleitoral mentirosa!!! Cai fora, fi do cabrunco!!! BOLSONARO MENTIROSO;0
124;Collor Ministro da Previdência do Bolsonaro em um próximo governo?! Quem tem memória não vota em Bolsonaro por nada! Seus auxílios e contas bancárias serão confiscadas!;2
125;Acabei de ver o programa do Bolsonaro que ele fez todo dizendo que ama o povo do nordeste. O vagabundo tá pensando a gente é otário, chama o nordestino de burro e no outro dia se faz de sonso. Aqui não, canalha!;1
126;"É hilário Bolsonaro tentando falar com sotaque nordestino na sua propaganda eleitoral na TV. E ainda por cima diz a certa altura: ""O Nordeste é Brasil"". Oi, qual é a novidade? Descobriu agora?";2
127;se o lula tivesse anunciado a volta do horário de verão essa eleição estava GANHA;0
128;Janones estava com 190 mil pessoas no Facebook acompanhando sua live, enquanto Bolsonaro tem 67 mil no Instagram. Entenderam ?;2
129;É assustador saber que tem milhões de Bolsonaro pelas nossas ruas,cidades,e em todo lugar,milhões de pessoas podres.;1
130;bolsonaro tava minguando politicamente, poucos bolsonaristas se elegeram em 2020. Sabe o q ressuscitou ele? Dou uma Air Guitar pra quem acertar.;0
131;KIM KATAGUIRI, NANDO MOURA, MAMÃE FALEI fazendo campanha para o voto nulo, branco e pela abstenção! Mas vcs sabem que o voto nulo, branco, e a abstenção e voto em Lula. É JAIR OU JÁ ERA!!!;0
132;tomara q o lula crie o auxílio carinho…;1
133;Se Bolsonaro for reeleito é certa a implementação do voto impresso auditável a partir das eleições municipais de 2024. Mais uma explicação para o desespero da esquerdalha.;2
134;No dia 30 de Outubro o Nordeste vai ESMAGAR Bolsonaro. Pode printar;1
135;Desafio da noite: 1- Qual o nome da universidade que Bolsonaro construiu aí na sua cidade?;2
136;Vendo o Jornal Nacional. Governadores prestando apoio ao monstro. Nao atrai um voto sequer. Em BH o tal Zema lambendo o saco do Bolsonaro. Nao mudo meu voto em LULA por nenhum governador canalha como o Zema. Dia primeiro de novembro um super aumento nos combustiveis...aguardem!;0
137;Se você está com Lula grave um pequeno vídeo de apoio e coloque na internet.;0
138;Bolsonaro disse que o PT governa o Nordeste há 20 anos e onde passa leva o analfabetismo, falta de cultura e desemprego. A verdade: 10 alunos no Brasil conseguiram nota máxima no ENEM, 7 são do Nordeste.;1
139;Comente aqui: BOLSONARO ODEIA O NORDESTE;2
140;Após auxiliar na blindagem do Gabas e do Consórcio do NE, a Tebet anuncia hoje o seu apoio ao Lula, o patrão do Gabas. Nada como o tempo para expôr a hipocrisia dessa turma.;0
141;Zema, Castro, Garcia, Moro, Dallagnol, Ratinho Jr, Ibaneis, Caiado e todos os demais que anunciaram apoio ao Presidente Bolsonaro sabem que o PT quase destruiu o Brasil e, por isso, resolveram deixar as diferenças de lado para impedir que essa desgraça volte a castigar o país.;1
142;O movimento estudantil vai à luta de novo. Se preparem, vai ter tsunami da educação na rua contra Bolsonaro! Dia 18 de outubro é protesto em defesa da educação! #ConfiscoNaEducação #ForaBolsonaro;2
143;Bolsonaro quer parar o pais! Aguardem mais medidas como a que acaba com as universidades!;2
144;Entenderam agora a obsessão de Bolsonaro em trazer o coração de Dom Pedro I ao Brasil,fingindo comemorar os 200 anos da independência?Não era sobre celebrar nada e sim um ritual para advinhações,a prática se chama necromancia.Dom Pedro I foi maçon,um dos primeiros no Brasil.+;0
145;meu cérebro acabou de criar um paralelo de que o lula buscando aliados para o segundo turno eh tipo os cullen atrás de testemunhas para provar que a renesmee n eh imortal;1
146;Aconteceu... minha mãe disse que duas tias evangélicas postaram o vídeo do bolsonaro na loja da maçonaria. Furou a bolha com força! JAIR NAO É CRISTÃO;2
147;A Globo impediu as agências de Faxt-Checking de desmentir o Lula sobre Bolsonaro acabar com o auxílio Brasil?;1
148;ATENÇÃO: Em conversas com o PT, cúpula do PDT, partido de Ciro Gomes, condiciona apoio a Lula no segundo turno a incorporação de três propostas: zerar as dívidas dos brasileiros no SPC, adotar renda mínima universal e projeto de escola integral. PT está disposto a aceitar.;1
149;"Alguns ciristas estão me pedindo para esclarecer algumas dúvidas sobre Bolsonaro e citar fontes. Pedi uma lista de dúvidas que eles teriam e a primeira foi sobre os ""imóveis comprados com dinheiro vivo"". Existem várias outras. Estou preparando algumas threads para enviar-lhes.";2
150;O que o PDT/Ciro ta pedindo em troca de apoio ao Lula: Tirar o nomes dos brasileiros pobres do SPC Implementar o rojeto de renda mínima do Suplicy E escola em tempo integral. Isso me deixou muito emocionado, bicho, um dia vão reconhecer o valor de Ciro Gomes e do PDT;0
151;Não vou tentar voto de absolutamente ninguém, que bom que tá cheio de gente disposto aí. Se não se convenceu até agora de que Bolsonaro é pior que Lula eu sinceramente não acho que minhas palavras vão fazer diferença.;1
152;Meu nível de tolerância: deixando de seguir gente de quem gostei porque passam o dia de “mais-mais” com relação a Bolsonaro. Dizem odia-lo, mas a crítica é só pro outro. Aí, na real, ficam minando os outros pra anular, já que “ninguém presta”, quando do outro lado tem Bolsonaro.;0
153;O país ganhará muito se a chapa Lula/Alckmin incorporar sugestões do PDT e ampliar a frente democrática que se opõe à extrema-direita. Quando vierem, certamente serão muito bem-vindos o PDT, Ciro e a militância cirista. Vamos em frente!;0
154;No governo de Bolsonaro foi quando se menos teve concursos, ainda tem concurseiro que vota em Bolsonaro, é por isso que não passa em concurso.;2
155;Bolsonaro vivão e vivendo Impeachment boicotado Alckmin vice PL estourado Autonomia do BC aprovada e apoiada pelo Lula sem qualquer pio da sua base Petrobras a beira do colapso Nula capacidade de refino Economia agrária Mas pelo menos tiramos o Ciro Gomes;2
156;vou gozar dentro se lula for eleito;1
157;Sabe o que me preocupa ? Parece que só Lula tem força massiva na “esquerda” e ele já tá no fim de sua vida política. Depois disso, o que faremos ? O país vai ser entregue de bandeja pra direita. O futuro não é bom, a gente precisa de novos nomes GRANDES;1
158;Lulinha vai sofrer com essa porrada de senador e governador do bozo sério quer apostar quanto q os projetos dele vão ser tudo recusado pra depois eles usarem o argumento que o Lula n fez nada? olha sinceramente galera kkkk n entenderam q tem q votar com o cérebro não com o cu;1
159;nossa eu tô com muito ódio, TODO MUNDO sabia que essa eleição era Lula × Bolsonaro !!!! aí vem esses filhos da puta e jogam o voto fora. meu deus que ódio desse país, que ódio desse povo sem noção, VOCÊS TAVAM DORMINDO DURANTE A PANDEMIA CARALHO??????;2
160;NORDESTE, OBRIGADO! OBRIGADO E OBRIGADO! Ao restante do País que votou no Lula, agora é hora de transformar esses votos brancos, nulos, abstenções e em outros candidatos no Lula!;1
161;você que votou no bolsonaro: espero que tenha hemorróidas;2
162;Gente, temos que nos engajar mais na campanha do Lula, ir pras ruas! Esse mês vai ser guerra, mas vamos ganhar!!;0
163;Me sentindo que acreditei em papai Noel por acreditar que Lula ia ganhar em primeiro turno com um país de ASNOOOOS!;1
164;Como eu falei, saindo uma enxurrada de pesquisas. Quaest em SP, Loola já foi. O Padre Kelmon exorcizará o PT de SP... QUAEST: PRESIDENCIAL em SÃO PAULO, de 30/09 a 01/10 - 1º TURNO (VÁLIDOS)  Bolsonaro (PL): 44%  Lula (PT): 41%  Tebet (MDB): 7%  Ciro (PDT): 6%;1
165;Já pensou que se vc morar em Rio de Pedras, e falar que é Lula, vc morre?. A milicia não aceita.;1
166;A ansiedade é tanta, que passei por uma casa e vi o número 22, quase apertei a campainha pra confirmar. É BOLSONARO NO PRIMEIRO TURNO! 22;1
167;Ao que tudo indica, o GSI de Bolsonaro pediu a troca da posição dele no palco do #DebateNaBand. Seria medo de ficar ao lado de Lula? A covardia não é algo novo para ele, não seria de surpreender.;1
168;antes de votar no bolsonaro, pare e pense se a taylor swift votaria no bolsonaro caso ela fosse brasileira, e a resposta é não, então não vote no bolsonaro;1
169;Pc siqueira e caetano veloso apoiando o lula eh isto todos amantes de 13 a piada já vem pronta;1
170;Por favor CARIOCAS, VOTEM NO MARCELO FREIXO, não podemos ter um Cláudio Castro que será mais um Governador a ser preso. Nosso RJ está muito sofrido. Quem vota em Lula no Rio, vote em FREIXO.;1
171;"O tuiteiro vaidoso è tipo    ""Não pq EU vou votar no lula mas EU vou cobrar mto o governo lula pq EU sou mto especial e não importa que já no primeiro dia de governo vai ter direita imprensa e judiciário correndo pra derrubar pq EU vou fazer mtas criticas ao lula e""";1
172;Já imaginaram se o @jairbolsonaro perdesse a paciência como o Lula ontem ???;1
173;Todos os artistas fazendo propaganda pro Lula, mó galera....aí vem o Neymar, só ele e já coloca no Bolso. Bomba atômica. Ney nunca decepciona. É sobre isso.;1
