;Texto;Valor
91;Presidente é ovacionado ao discursar no Parque de Exposições João Alencar Athayde em Montes Claros/MG. 05/08/2022;1
92;Quem tá comigo na missão de eleger o primeiro deputado federal assumidamente LGBT do Ceará?* ;1
93;- Dr. Luciano (DC);1
94;@lfdavila #FelipenoJN;1
95;- Irajá Abreu (PSD);1
96;- Karol Chaves (PSOL);1
97;- Paulo Mourão (PT);1
98;#marchaparaJesus;1
99;- Ronaldo Dimas (PL);1
100;O que me impressiona é que eles tomam esta atitude sem nenhum constrangimento perante à opinião pública! É muita çara de pau! O mínimo que temos que fazer é saber quais deputados do seu Estado estarão na lista e não votar nas próximas eleições!;1
101;@VictorMetta;1
102;- Wanderlei Barbosa (Republicanos);1
103;Morei no exterior durante anos mas escolhi voltar ao Brasil. Sabe por que? porque eu amo o meu país! Não existe lugar melhor para viver. Eu escolhi lutar pela minha pátria ao lado do presidente Bolsonaro.;1
104;APÓIEM! DIVULGUEM. ;1
105;https://youtu.be/-RcZMdKhvLQ;1
106;#netinhodabahia #netinhooficialbrasileiro #netinho #bolsonaro #salvador #bahia;1
107;Mais todos nós sabemos que será no primeiro turno!!);1
108;Marcha Pra. Jesus Recife/PE 6 Agosto 2022 mídia não mostra escondem isso;1
109;*Realizou seu sonho!*;1
110;Faz o L ;1
111;#CidadãBeneméritaBeneditadaSilva;1
112;@jairbolsonaro;1
113;#capitaodopovo;1
114;*O Gota Serena conseguiu!*;1
115;#CapitaoDoPovoNoJN;1
116;capitao ta tentando esconder o bolsonaro mas na propaganda eleitoral todo mundo chama ele de “candidato do bolsonaro”;1
117;Alo @erlan_bastos o Ceara nao merece um candidato como vc! Fofoqueiro e mentiroso!Alo @republicanos10 @republicanosce;1
118;reitero aqui: vou afundar 13 tão forte nas urnas que o querido candidato lula sentirá a dedada no cu dele;1
119;#LulaNoJN ;1
120;#JornalNacional #LulaNoJN #Eleições;1
121; Acompanhe a cobertura: http://glo.bo/3RcfDT9;1
122;#AOVIVO Lula (PT) responde a pergunta sobre economia #JN;1
123;candidato qual o seu mbti;1
124;@LulaOficial #LulaNoJN;1
125;A eleição do Grêmio tá batendo na porta e tem banana que fez parte dessa gestão pagando de grande gestor vitorioso outsider. É isso que o torcedor quer pro Grêmio? Essa mediocridade? Essa falta de repertório? Se apegar ao passado pra pensar o futuro?;1
126;- Qualquer um que fale em Deus;1
127;- Quem diz que defende a família (são moralistas safados e mentirosos);1
128;Caso você não saiba…Quem é Dario Messer? Presidente Bolsonaro te conta sobre esse personagem nefasto dos governos petistas;1
129;São Paulo tem o melhor candidato ao governo!;1
130;Agora vamo fazer silêncio pro pessoal de direita ver se o cérebro pega no tranco pra eles verem que tem como votar em candidato razoável ao invés de um maluco absolutamente incapaz.;1
131;Grêmio. Um ponto nos últimos três jogos. Duas partidas em casa.;1
132;A pérola de hoje do presidente é que ele não vê ninguém passando fome no Brasil. Ele não vê ninguém pedindo pão. ELE NÃO VÊ.;1
133;senhor candidato quais são suas propostas pra trazer a ariana grande de volta pro brasil?;1
134;Ia votar em um candidato a Deputado Federal @PDTPara mas fui olhar no Facebook do cara e não vi @cirogomes no material de campanha. Não voto em quem não faz campanha OSTENSIVA p Ciro. O PDT é CIRO ou não será nada! Já disse @CaboDaciolo!;1
135;Ausência da sigla partidária em questionário motivou justiça a suspender pesquisa Datafolha na BA:;1
136;#lgbt;1
137;Chama as LGBTQIA+ ;1
138;#LulaNoJN #LulaNo1ºTurno;1
139;BOLSONARO CAGÃO ;1
140;JANONES EU AUTORIZO;1
141;#GloboLixo O Bolsonaro ;1
142;Por que esse comportamento extremamente violento? ;1
143;ACORDA BRASIL!! ;1
144;#ParabensFelipePresidente 30;1
145;7 de setembro;1
146;Forças Armadas Defesa;1
147; #LulaNoJN;1
148;Jerônimo 16%;1
149;ACM 54%;1
150;Jerônimo PT 38%;1
151;Dois fatos.;1
152;Sem pandemia de covid e sem guerra da Rússia contra a Ucrania.;1
153;A oração feita por um justo pode muito em seus efeitos.Tiago 5:16;1
154;Seguimos. VAMOS POR MAIS! ;1
155;#BolsonaroNoPrimeiroTurno;1
156;#DireitaForte;1
157;Anotem e divulguem em seu respectivo Estado.;1
158;Ninguém: a;1
159;quantos trad que tem na política mds do céu toda eleição aparece um novo;1
160;Fiquemos de olho!;1
161;Divulgamos um dia antes das eleições de 2020: https://bit.ly/3Tt2WoI;1
162;#ElvisNaBand;1
163;Saudades quando eu era candidato!!!;1
164;Por que o candidato do Bolsonaro entrou na justiça para censurar este vídeo?;1
165;A juventude precisa estar cada vez mais engajada na mudança da nossa pátria! ;1
166;O presidente Jair Bolsonaro cancelou a participação que faria em dois eventos em São Paulo no dia 11 de agosto. @ECantanhede analisa no #EmPauta: http://glo.bo/3zzo4QW #GloboNews;1
167;Fenomeno.;1
168;O presidiário vai buscar apoio em Teresina.;1
169;"Matéria faz parte de pacote apresentado pela ""bancada da bala"" às vésperas das eleições de outubro; texto segue para o Senado.";1
170;Um presidente tão despreparado que consegue transformar um debate em um incidente internacional.;1
171;Parem de MENTIR!!!  @cartacapital;1
172;"Tablet e ""Cornos com Bolsonaro"": Termos bombam no Twitter após presidente responder humorista | Revista Fórum";1
173;Faltam 62 dias...;1
174;Um excelente resultado pensando no campeonato! ;1
175;#HeinzeNoPainelRBS #PorUmRioGrandeGigante;1
176;Quem levanta suspeitas sobre o agronegócio é contra o agro.;1
177;Multishow? Também não. ;1
178;MTV? Não. ;1
179;#UP80;1
180;#LeoESamara2022;1
181;#LeoNosDebates;1
182;Eleições sem Leo Péricles no debate é racismo estrutural! Queremos dar voz ao povo negro e nossas pautas! ;1
183; POR ELEIÇÕES DEMOCRÁTICAS! ;1
184;#LulaNaBand;1
185;Por que tá sinalizando ali que esse candidato é NOVO se eu tô vendo aqui que ele é bem velhinho?;1
186;O cara foi condenado por diversos juízes e hoje está em um debate como candidato à presidência da república.;1
187;Pela cobertura do UOL até parece que a Simone Tebet é relevante nessa eleição;1
188;Preste bem atenção...Se está chapa vencer as eleições é  porque a fraude aconteceu! Não  há outra explicação...Quem vota no Alkmin? Quem ainda votará  no Molusco? Com essa insistência do @TSEjusbr em não  acatar nossas dúvidas...;1
189;O choro é livre @carlaopignatari @rodrigogarcia_ . Eleições a caminho  e vcs ainda não perceberam o mal que nos faz? Manifestem-se quanto ao confisco dos aposentados @tarcisiogdf @fernandohaddad @ViniciusPoit @colombopcb #RodrigoGarciaNunca;1
190;Enfim se não tivesse rabo grande ninguém conseguiria pegar nada!;1
191;#ViviMottaDebate #DebateNaBand;1
192;Então né?! Quem diria!;1
193;Olha isso gente ...É um risco grande não poder as FFAA fiscalizar essas eleições..;1
194;É impressão minha ou o desCONDENADO está com cara de choro olhando para o presidente Bolsonaro?;1
195;CHILE ;1
196;ESQUERDISTAS ESTÃO TENTANDO CONFUNDIR ELEITORES DE BOLSONARO.;1
197;"SE PASSAM POR BOLSONARISTAS E PEDEM QUE ""VOTEM NO 17"".";1
198;O NÚMERO DE BOLSONARO NESSAS ELEIÇÕES É 22.;1
199;Sinceramente: nunca vi um presidente levar em público um esporro tão escandaloso. Sem que que seu nome tenha sido citado.  Mas foi pra ele.;1
200;Alexandre de Moraes diz que sistema eleitoral é “orgulho nacional” e o presidente Bolsonaro não aplaude.;1
201;Mais uma prova da picaretagem das pesquisas eleitorais.;1
202;Set up in 5 min. Sign up Free.;1
203;HILÁRIO! Guga Noblat meio que admite que o Datafolha só acertou na última semana de 2018 o resultado da eleição e a Zoe Martinez não perdoou.;1
204;"Machine Learning Experiment tracking and Model registry that ""just works"". ";1
205;#CiroNoRodaViva;1
206;MEU VOTO MINHA ESCOLHA.;1
207;Mas qual vítima não gostaria de ver o criminoso sendo punido.;1
208;Fake News é crime!!;1
209;Jornalista tem imunidade absoluta?;1
210;Fica o recado ai pras eleições;1
211;AGORA É OFICIAL;1
212;A partir de terça serei candidato a deputado estadual pelo PDT SP. Vamos mudar a cara da ALESP e transformar a política Paulista.;1
213;" Acosta: ""Você assistiu a muitos filmes de conspiração.""";1
214;Leiam como ele é educado!;1
215;Quem tem fome tem pressa.;1
216;JAIR JOSÉ DE SOUZA  ;1
217;Espera só mais um pouquinho pessoal.;1
218;Lula está voltando.;1
219;"Acosta: ""Nossas eleições estão bem.""";1
220;Vojvoda no Grêmio em 2023. Repitam esse tuite até algum candidato a presidência escutar;1
221;Inteligência não é o forte dos bozoafetivos.;1
222;Então quer dizer que o Molusco confessou que mentiu nas campanhas pra ganhar as eleições? ;1
223;Até o momento mais um vexame!;1
224;MAURÍCIO GULIN;1
225; ;1
226;GLENN SÉRGIO MIKOSZ STENGER ;1
227;Jamais o Brasil precisou tanto que a verdade vença!;1
228;#LulaEoPTaVerdadeVencerá;1
229;#LulaPeloBrasilHaddadPorSP https;1
230;BOMBA ;1
231;Foi por causa desse vídeo....;1
232;JUAREZ MORAES E SILVA ;1
233;Coritiba é o saco de pancadas de 2022. Parabéns ao G5:;1
234;EU TO COM HADDAD ;1
235;@LulaOficial @geraldoalckmin @Haddad_Fernando;1
236;#LulaPresidente13;1
237;#HaddadGovernador13;1
238;Bolsonaro;1
239;#LulaNo1ºTurno;1
240;#OlivioSenador131 #Equipe;1
241;#CiroComAndreMarinho;1
242;O Fluminense está simplesmente mostrando as fragilidades q a gestão n fez questão de consertar:;1
243; Contratações descentes e pontuais p/ repor jogadores importantes.;1
244;Vote 13;1
245; Oportunidade p/ base.;1
246;Eleição Presidencial - ;1
247;O choro é livre!;1
248; Lateral esquerdo descente.;1
249;Bolsonaro está reeleito.;1
250;Aceita: A eleição acabou.;1
251;Pense bem nas eleições!;1
252;É o #CapitãodoPovo. É #PeloBemdoBrasil.;1
253;E o Lula sabe disso.;1
254;Não esqueçam 22 - 22 de agosto #CapitaoDoPovoNoJN ;1
255;A ORCRIM tem 1 BILHÃO pra gastar/comprar o que quiser!;1
256;Não tenho político de estimação;1
257;É show papai!!!;1
258;Um candidato retado cheio de talento? TEMOS! ;1
259;DIREITA FORTE E A MISSÃO ESPIRITUAL 12;1
260;Vamos orar pelo Brasil!;1
261;Ucrânia: Antes de ser presidente... Pegue todas as suas convicções hoje e imagine lutar pelo completo oposto. Qual é o seu preço? ;1
262;#BonerVaiTomarNoCool;1
263;#7DeSetembroVaiSerGigante;1
264;.. globolixo respeitem o Presidente.. bando de porcos .. #GloboLixo;1
265;"O Twitter não está deixando compartilhar este post do Eduardo Bolsonaro... eleição "" democrática"" com CENSURA ditatorial?";1
266;Não anule seu voto. Vote em quem você quiser, porque a pior coisa é a omissão. Jesus morreu porque um cara lavou as mãos - Presidente @JairBolsonaro;1
267;#BolsonaroReeleitoEm2022;1
268;Mais uma FakeNews da grande inprensa!;1
269;Sabemos que o Palmeiras é o favorito. Isso não se discute. Mas temos um elenco, uma comissão técnica e uma diretoria de futebol muito competentes.;1
270;Quem topa subir?;1
271;… que nojo dessa entrevista ;1
272;549.000 pessoas assistindo o Bolsonaro no Flow.;1
273;A anita que jurou que ia flopar o presidente tem menos de 100.000 no podcast concorrente...;1
274;Não tem hora pra acabar.;1
275;No YouTube tem 550 mil pessoas assistindo ao vivo.;1
276;Eis que surge o DataLIVE?;1
277; Presidente se emocionou ao falar sobre a doença #BolsonaroNoFlow;1
278;Presidente Jair Bolsonaro é vaiado em churrascaria em SP;1
279;Romanos 12:2;1
280;cara é muito doido pensar q quem vai ganhar a eleição ou é lula ou é o bolsonaro kkkkkkkkkk tamo fodido;1
281;Leia: http://tiny.cc/hnfvuz;1
282;Vai ser de lavada no 1° Turno.;1
283;Outros militares do governo tiveram a folha de pagamento turbinada naquele ano;1
284;PASSANDO SO PRA LEMBRAR! ;1
285;Hein amigos veja o que Geraldo Alkimin falou sobre seu voto o que pode acontecer se o PT ganhar as eleições agora está todos juntos pra saquear o povo e o Brasil;1
286;#CiroPresidente12;1
287; SERPRO EM GREVE;1
288;Valeu pela visita presidente ;1
289;É sobre isso que o Presidente @jairbolsonaro falou durante o debate.;1
290;Boa semana a todos.;1
291;Boulos em ato pela democracia: “O que está em jogo é uma batalha entre a democracia e a barbárie”;1
292;COMO FUNCIONAM AS ELEIÇÕES PRA DEPUTADO | Novo Episódio #CaféComBoulos. Assista pelo Youtube:;1
293;O Advogado do Cesare Battisti querendo buscando nos cantos obscuros algum motivo para incriminar o Presidente Bolsonaro.;1
294;O Brasil despiorando… aí sim a culpa é de Bolsonaro… parabéns presidente! parabéns Paulo Guedes ;1
295;Em comum há o desespero liberal pela manutenção do status quo hegemônico.;1
296;OSÍRIS PONTONI KLAMAS ;1
297;#CapitaoNoRica;1
298;Como confiar? ;1
299;Não sabia que o presidente era gago.... Vivendo e aprendendo;1
300;Quando irão abrir uma CPI pra investigar as VERDADEIRAS notícias falsas patrocinadas por essas pessoas e os responsáveis por essa plataforma?;1
301;2º VICE-PRESIDENTE  ;2
302;Que homem! Que presidente!  Lula no Jornal Nacional #LulaNoJN;2
303;Em 2010 quem era o presidente?;2
304;"Muito parecido com o candidato falando do "" fundão da África"".";2
305;Espero que o povo entenda que o congresso nacional é o resultado do seu estado de espírito no dia da eleição. É isso. É isso.;2
306;MITADA DO PRESIDENTE CIRO GOMES;2
307;b'Chegada do presidente da boca maldita.';2
308;1º VICE-PRESIDENTE ;2
309;Candidato é o caralh@! Jair Bolsonaro é o Presidente da República!;2
310;“O propósito é cumprir a lei” presidente @jairbolsonaro mostrando que no Brasil vale o império das leis. Excelente. Brasil porto seguro do investimento.;2
311;PRESIDENTE ;2
312;"O Brasil tem 3% da população do mundo, na pandemia aqui morreram 11% da população do mundo""???????????";2
313;Espero que a sociedade brasileira aprenda nessas eleições: o congresso é resultado da consciência da sociedade. Não votem com rancor, votem com consciência. (Lula) #JN;2
314;"Socióloga da Nicarágua diz que o único país que defendeu os cristãos contra a tirania do presidente Daniel Ortega foi Bolsonaro; VEJA VÍDEO";2
315;Presidente do Tribunal também deverá encontrar com autoridades da PF e com Rodrigo Pacheco;2
316;MEU PRESIDENTE É LUIZ INÁCIO LULA DA SILVA!!;2
317;Que orgulho do meu Presidente;2
318;JAIR PRESO Presidente;2
319;LULA o candidato mais preparado de todos.;2
320;Vote Lula ;2
321;Este é o matemático que quer ser Presidente. ;2
322;Com o presidente/candidato;2
323;Quem se elegerá presidente da República em outubro próximo?;2
324;Jair Messias Bolsonaro em Belo Horizonte -  24/08/2022 -  O presidente mais popular da história do Brasil.  ;2
325;Quando for a vez do Lula também vamos querem ouvir ele .;2
326;Não sou Bolsonaro e nem Lula quero a melhoria do meu  Brasil.;2
327;Ciro falando da questão ambiental nem parece que tinha a Kátia Abreu como vice na última eleição.;2
328;4º VICE-PRESIDENTE ;2
329;Esse ano só vai dar BRASIL. Na eleição e na Copa do Mundo!!!! ;2
330;Presidente: Lula;2
331; Assunto do Brasil agora no twitter BOLSONARO NA JAULA;2
332;Programa Eleitoral - Presidente - Lula - Noite - 30/08/2022;2
333;O problema do Presidente…;2
334;E o presidente lendo os MAS da mídia. ;2
335;Não tem quem segure esse tsunami do bem.;2
336;A luta aqui é por um Brasil melhor com @LulaOficial presidente. ;2
337;Presidente @JairBolsonaro obviamente na frente! Aos poucos estão sendo obrigados a ajustar! ;2
338;Um ministro do @STF_oficial disse que quem espalhasse fake News seria preso.;2
339;Ainda não vi ninguém sendo preso hj depois da escandalosa fake News contra o presidente e a primeira dama. ;2
340;Vice-presidente do Paraguai foi enquadrado por corrupção pelos EUA. Ele renunciou ao cargo e desistiu de ser candidato nas próximas eleições à presidência do país em 2023. O apoio internacional contra corrupção pode ser usado pelo Brasil também! ;2
341;O presidente da Instituto de Pesquisa Genial Quaest disse que tem clientes que compram pesquisas e clientes que compram resultados.;2
342;IMPACTANTE! Presidente da Confederação da Agricultura (CNA) faz discurso forte contra a volta do Lula;2
343;Esquerdistas jogando bola com a cabeça do Presidente... Isso não é discurso de ódio né?;2
344;O Candidato Mais Preparado a Presidente O Felipe DAvila;2
345;Esse é o resultado da entrevista do presidente Bolsonaro ontem. O pior cego é aquele que não quer enxergar. Uol elogiando é porque foi bom mesmo!;2
346;Aqui temos o presidente que FAZ!;2
347;Eu q nn questionaria a habilidade do excelentíssimo presidente da OMS em lidar com essa situação;2
348;MENTIROSO DA REPÚBLICA;2
349; +550 mil pessoas ao vivo assistindo o presidente Bolsonaro no Podcast do Flow. O presidente mais popular deste país. É melhor Jair se acostumando...;2
350;Lula não escolheu mulher NEM PRA VICE e ainda escolheu alguém que foi a favor do impeachment. ;2
351;Melhor presidente do Brasil ;2
352;A Usurpadora falando do presidente do Brasil #AUsurpadoraNoVIVA;2
353;Agradecido Presidente!;2
354;É assim que iremos vencer o inferno! Não me venham com algo diferente disto! Só o SENHOR É O DEUS DO BRASIL! ELE IRÁ À SUA FRENTE PRESIDENTE! PODE IR!;2
355;3º VICE-PRESIDENTE ;2
356;Lula Presidente do Brasil é 13;2
357;É Leila Governadora do DF e Ciro Presidente do Brasil! Que energia tem essa mulher @leiladovolei !;2
358;Vote 13 Lula Presidente já no Primeiro Turno;2
359;Propaganda eleitoral do nosso Presidente!;2
360;Essa é a nova #CiroTV com o próximo presidente do Brasil. ;2
361;O q dizer do bonaro..;2
362;Esse é o Brasil que queremos com Lula presidente. Obrigado por nos inspirar @pejulio;2
363;É LULA PRESIDENTE ;2
364;EU TO COM LULA;2
365;Só vem presidente ;2
366;O Presidente Bolsonaro reduziu os impostos do WHEY PROTEIN ;2
367;Ciro PRECISA ser o presidente do Brasil!!!;2
368;NÃO ESQUECER: Tão importante quanto eleger Lula presidente é eleger deputados e senadores comprometidos com o projeto de reconstrução do Brasil que Lula defende.;2
369;URGENTE: VICE- PGR volta a pedir que o STF arquive o inquérito que apura se o Presidente Jair Bolsonaro vazou dados sigilosos de uma investigação da PF que apura suposto ataque ao sistema interno do TSE.;2
370;Assista agora a entrevista exclusiva do presidente Bolsonaro;2
371;Ciro Gomes será o próximo presidente do Brasil!;2
372;Eu apoio meu Presidente;2
373;Não é só uma Eleição e luta do Bem  Contra o Mal.;2
374;Alexandre de Moraes e todos os presentes no evento de posse do presidente do TSE: Muito obrigado por humilharem publicamente o B*lsonaro. Ganhei meu dia! #LulaPresidente13;2
375;Agora é Ciro Presidente ;2
376;Meu Presidente Patriota ;2
377;Esse calote bilionário tem apenas um único objetivo: prejudicar o governo do Presidente @jairbolsonaro;2
378;Hoje mais uma aula do candidato mais preparado!;2
379;Piperno acusando o Presidente de tentar prejudica-lo na emissora.;2
380;O povo está aí! #Lula presidente;2
381;Generais do Governo acompanham de perto a posse do novo presidente do Superior Tribunal Militar ;2
382;E nós já provamos do trabalho que Lula já fez no Brasil.;2
383;Presidente @jairbolsonaro sancionou hoje (04Ago) projeto que institui o piso salarial da Enfermagem.;2
384;Cícero Silva era empresário e Presidente da Câmara de Juazerinho/PB. Havia se submetido a todas as doses e ao reforço recentemente. Teve um infarto fulminante em 22/08/2022. A OMS já divulgou alertas sobre o risco do experimento causar problemas cardíacos.;2
