;Texto;Valor
65;O ex-jogador Douglas, do Grêmio, será candidato a deputado federal pelo União Brasil no Rio Grande do Sul.;1
66;Já estou pronta para apresentar nosso programa e debater com os demais candidatos. Vamo pra cima, pelo Poder Popular e pelo Socialismo! #ViviMottaDebate #DebateNaBand;1
67;"Fake news sobre o almoço do presidente e a primeira-dama com o assassino, sendo impulsionada pelo twitter como ""Filmes & TV""!? Quando irão abrir uma CPI pra investigar as VERDADEIRAS notícias falsas patrocinadas por essas pessoas e os responsáveis por essa plataforma?";1
68;Estou assistindo o Bolsonaro no Flow pela segunda vez... Ele é o melhor presidente do Brasil mesmo, não tem como kkkkkkkk;1
69;Ciro gomes podia ganhar as eleições, pena que brasileiro não sabe votar;1
70;Os valores que os candidatos à Presidência da República propõe pagar de auxílio (antigo Bolsa Família) à famílias de baixa renda caso sejam eleitos: Ciro Gomes = R$ 1,000.00 Lula = R$ 600,00 Bolsonaro (ainda não definiu) Simone Tebet = (ainda não definiu);1
71;Entrevista de Bolsonaro no Flow Mostra um outro presidente, que desconhecíamos. Se você odeia o cara, assista meia hora pelo menos.;1
72;lula presidente brasil hexa paramore e billie eilish no brasil RAPAZEADA TAMO COM A FACA E O QUEIJO NA MÃO;1
73;Ô @AttuchLeonardo , o Presidente veio jantar agora. Vai mentir novamente que ele foi expulso? A realidade é que vocês perderam as ruas, as redes, os corações e as mentes dos brasileiros. O Presidente tem o respeito da maior parte do povo que o admira e respeita.;1
74;Um eleitor do Lula jogou um objeto em Bolsonaro, enquanto o presidente estava pilotando durante uma motociata. Você não vai ver a Vera Magalhães preocupada com a democracia.;1
75;Não se esqueçam: Te trancaram em casa.  Estabelecimento faliu. Votaram contra os benefícios do povo no Congresso. Foram contra a redução do ICMS do combustível e agora vão apertar a sua mão e te prometer mundos e fundos.. Se liga! Pesquisem seus candidatos. Ñ se venda!;1
76;Por que tá sinalizando ali que esse candidato é NOVO se eu tô vendo aqui que ele é bem velhinho?;1
77;No primeiro turno irei de Ciro Gomes de novo, sei que, infelizmente, ele não tem chances de chegar ao segundo turno, mas isso não apaga o fato de que ele é o melhor e mais preparado candidato para assumir a presidência desse país. #CiroNoJN;1
78;Candidato do Novo, Felipe D’Ávila, cheou na Band dizendo que o país vive uma crise econômica com investimento em baixa. Taxa de Investimento atual: +19% Antes de nós: +14% Temos um novo Ciro Gomes no laranjal!;1
79;Um país, que tem Ciro como candidato, mas está dividido entre Lula e Bolsonaro não pode dar certo nunca. #CiroNoJN;1
80;Como vai ser esse debate? Candidatos esquerdistas derramando MENTIRAS tentando enganar o povo brasileiro e Jair Bolsonaro falando as VERDADES que o povo precisa saber. Traz a pipoca!!!;1
81;senhor candidato na sua opiniao quem vai faze o gol do hexa;1
82;CIRO FOI DIVULGAR O PRÓPRIO LIVRO E DISSE QUE TEM GENTE JÁ COLOCANDO PRA BAIXAR DE GRAÇA NA INTERNET DEFENSOR DA PIRATARIA DO PRÓPRIO LIVRO, NÃO TEM COMO NÃO VOTAR NESSE CARA MITADA DO PRESIDENTE CIRO GOMES;1
83;MTV? Não. Multishow? Também não. Essa é a nova #CiroTV com o próximo presidente do Brasil.;1
84;Emblemático,  hoje o povo mineiro... Com o presidente/candidato;1
85;Aqui no Ceará os candidatos do MDB não estão ligando muito pra Tebet;1
86;“Acabou o presidencialismo. O Bolsonaro não manda nada. Ele é refém do Congresso. O Bolsonaro sequer cuida do orçamento. Quem cuida é o Lira, ele que libera verba, o Ministro liga pra ele, não liga pro presidente. Isso nunca aconteceu desde a proclamação da república” #LulaNoJN;1
87;o presidente do país te olhando;1
88;fiquei sabendo q a marina Silva n vai competir nessa eleição meu voto vai ser no ciro;1
89;O Presidente Bolsonaro reduziu os impostos do WHEY PROTEIN;1
90;candidato qual o seu mbti;1
91;Não tem conversa. Esse é o cara esse é O MEU PRESIDENTE!;1
92;Não precisava mais contratar, pq Guilherme e Thaciano iam agregar muito. Um reserva ruim e outro nem entra. Parabéns Denis... e quer ser candidato ainda... Vai tomar vergonha na cara.;1
93;O ATUAL PRESIDENTE DO BRASIL TA DEFENDENDO O DESMATAMENTO, ESSE HOMEM É UM INÚTIL.;1
94;"Este é o matemático que quer ser Presidente. Ele acaba de exterminar toda a atual população brasileira e também os que ainda não nascerem. ""O Brasil tem 3% da população do mundo, na pandemia aqui morreram ""11% da população do mundo""???????????";1
95;Candidato é o k@ralho, é PRESIDENTE porr@. Tô nos nervos!!!;1
96;Imagine se essa frase fosse do nosso presidente Bolsonaro? O que a mídia estaria falando?;1
97;Zambelli escreveu isso em 23/06/2021, justamente se referindo às eleições deste ano, ou seja, que Ricardo Salles ia ser eleito e eu não. Ela depois apagou este post, mas o print é eterno. A questão é: vamos deixar a dupla Zambelli e Salles ganhar ??;1
98;O problema do Presidente…;1
99;Por que o candidato do Bolsonaro entrou na justiça para censurar este vídeo?;1
100; DIREITA FORTE E A LIVE DO PRESIDENTE 12 Melhores momentos Essa semana trouxemos um pouco dos candidatos apoiados pelo presidente. Anotem pra não errar #BolsonaroReeleito2022 #capitaodopovo;1
101;Candidato pra mim tem que ser guerreiro como o @PastorLiomar que realmente se expõe e luta muito por um Brasil melhor. Esses candidatos que tem por aí que não fazem nada e só aparecem a cada 4 anos, pedindo seu voto,tentando a reeleição,esses pra mim não servem...;1
102;Essa será as eleições de nossas vidas, a mais importante de todas dos último 20 anos,não podemos errar, não podemos perder o foco, o Brasil é soberano, esse País precisa ser libertado da tirania do Bolsonaro . Brasil livre;1
103;Não tem quem segure esse tsunami do bem.           Não tenho dúvidas que a votação do presidente Bolsonaro, será em torno de 70%.;1
104;Depois da atuação vexaminosa do candidato que tava pra vencer no primeiro turno, teremos pesquisas Data Folha e Ex- Ibope?;1
105;Chegada do presidente da boca maldita.;1
106;Da ultima vez que os petistas bateram tanto assim em um candidato, ele foi eleito. Continuem!;1
107;Qual o papel do Ciro Gomes e Simone Tebet hoje? Muito simples: levar Bolsonaro para o segundo turno das eleições!;1
