;Texto;Valor
17;Piperno acusando o Presidente de tentar prejudica-lo na emissora. Mas qual vítima não gostaria de ver o criminoso sendo punido. Fake News é crime!! Jornalista tem imunidade absoluta? https://twitter.com/Jeffers17486732/status/1559321354721173511/video/1…;0
18;Alexandre de Moraes, em discurso ao lado do Presidente Jair Bolsonaro, fala em não admitir discurso de Ódio nas eleições. Ou seja, o discurso é bonito, válido, porém ele só persegue um lado… ao que tudo indica o Ódio do bem tudo bem. E dá indireta no caso do dep. Daniel Silveira;0
19;"""Liberdade de expressão não é liberdade de agressão"" - Alexandre Moraes, presidente do Tribunal Superior Eleitoral e ministro do Supremo Tribunal Federal";0
20;o futuro presidente de 2060 está nesse momento decidindo se compensa comrpar aquele pod com 1000 puffs na promo;0
21;A Polícia Federal afirmou ao Supremo Tribunal Federal ter concluído que o presidente Jair Bolsonaro praticou incitação ao crime ao associar, no ano passado, a vacina contra a Covid com risco de contrair Aids: http://glo.bo/3SVBiR3 #JN;0
22;O DESCONDENADO ATACA NOVAMENTE O ex-presidiário e queridinho das feministas endossa a violência contra a mulher! Enquanto isso o presidente Bolsonaro, chamado de forma mentirosa de “machista”, já sancionou mais de 70 leis em favor das mulheres. É fácil escolher o lado certo!;0
23;Esse é o Brasil que queremos com Lula presidente. Obrigado por nos inspirar @pejulio;0
24; RADICALISMO NO 7 DE SETEMBRO A inteligência militar detectou a possibilidade de movimentos mais radicais de apoio ao presidente Jair Bolsonaro tentarem se infiltrar no desfile de 7 de Setembro no Rio de Janeiro para provocar tumulto e defender a intervenção militar no País.;0
25;Candidato é o caralh@! Jair Bolsonaro é o Presidente da República!;0
26;Nosso presidente Bolsonaro sendo recebido com o carinho que ele merece!;0
27;Como é bom ouvir um PRESIDENTE falar, chega a dar um alivio neh? @LulaOficial #LulaNoJN;0
28;Dizem que 55% das publicações pró-Bolsonaro são feitas por robôs. Se você apoia o presidente Bolsonaro e não é um robô , RT, curte e comenta 22!;0
29;URGENTE: VICE- PGR volta a pedir que o STF arquive o inquérito que apura se o Presidente Jair Bolsonaro vazou dados sigilosos de uma investigação da PF que apura suposto ataque ao sistema interno do TSE.;0
30;Ouçam com atenção..quem vota no Presidente aplaude;0
31;Teremos eleições transparentes, sim. Custe o que custar! #soberanoeopovo;0
32;PT retira apoio ao Freixo, força a retirada do Beto Albuquerque no RS e ainda vai operar por baixo dos panos para tirar o Pernambuco do PSB. Eles conseguem destruir os aliados antes da eleição. Incrível!;0
33;Na escalada do JN nenhuma palavra sobre os apartamentos comprados com dinheiro vivo pelo presidente e sua família.;0
34;Programa Eleitoral - Presidente - Lula - Noite - 30/08/2022;0
35;Eu apoio meu Presidente;0
36;Bolsonaro é o presidente mais protegido pelos editores e patrões dos meios de comunicação.;0
37;DIREITA FORTE - O PRESIDENTE FAZ O BEM - 05 A imprensa OMITE e só fala mal do Gov Bolsonaro MAS estamos aqui p divulgar  a VERDADE e o qto nosso Pr é proativo e eficaz tendo como apoio sua equipe Ministerial. BOLSONARO HOMEM QUE FAZ! #DireitaForte #CapitaoDoPovo;0
38;Ninguém: a Candidatos de PE: “ei doido” “simbora”, “tu tá ligado” “botou quente” *som de passinho ao fundo*;0
39;Alguém avisa o Poste que o Presidente Bolsonaro vetou e o PT votou para aprovar.;0
40;Parabéns à categoria que todos os dias dedicam suas vidas para salvar outras vidas. Lutamos e aprovamos na Câmara Federal e, hoje, o presidente Bolsonaro sancionou.;0
41;que legal essa ideia da band de misturar candidatos reais com fictícios. so achei q podiam ter inventado nomes mais criveis, ngm se chamaria soraya thronicke;0
42;Parabéns Presidente;0
43; Moraes envia a PGR pedido para indiciar o Presidente Bolsonaro. Impressionante a Perseguição ao nosso Presidente.;0
44;corpo no abismo, coração no paraíso, xie lian para presidente, hua cheng de vice mu qing e feng xin vereadores;0
45;Agradecido Presidente!;0
46;Esse é o Ex Técnico da Seleção Brasileira de Futebol mandando seu recado para o Presidente Jair Messias Bolsonaro;0
47;Presidente hoje na Marcha para Jesus em Recife/PE. 06/08/2022 Nordeste é Bolsonaro, vai ser no 1º turno!;0
48;Morei no exterior durante anos mas escolhi voltar ao Brasil. Sabe por que? porque eu amo o meu país! Não existe lugar melhor para viver. Eu escolhi lutar pela minha pátria ao lado do presidente Bolsonaro.;0
49;Imagem linda!! Amo o meu Presidente!! Orgulho!! Montes Claros MG 06/08/22;0
50;Presidente é ovacionado ao discursar no Parque de Exposições João Alencar Athayde em Montes Claros/MG. 05/08/2022;0
